title,description,brand,price,currency
Kyoto 2-Light Interior/Indoor Platinum Rust Wall Mount Sconce with White Ribbed Cased Glass Bell Shades,This stylish indoor wall mount sconce features white ribbed cased glass bell shades. Traditional design gives this fixture an elegant look. Organic platinum rust finish is flawlessly hand-applied by master craftsmen.,Volume Lighting,47.53,USD
Driftwood Grain Paper Strippable Wallpaper (Covers 56.9 sq. ft.),"Designed with meticulously simulated natural elements artistically combined with a rich metallic patina, the Mixed Materials Wallpaper Collection by York Wallcoverings creates a pastiche of au courant style. Durable and easy to remove from primed walls, this friendly to hang unpasted nonwoven wallpaper is created with a special blend of synthetic fibers, making it both easy to hang and tear resistant. Borrowing from nature, Driftwood Grain Wallpaper creates a faux wood texture in a large scale pattern with a subtle sheen unlike anything ever found in the forest.",York Wallcoverings,78.18,USD
5 gal. #T17-03 Sepia Filter Flat Exterior Paint & Primer,"For a classic, cultivated look on your home's exterior walls, choose BEHR MARQUEE Flat Exterior paint. Featuring the most advanced dirt and fade technology available from BEHR that keeps your home looking freshly painted longer. This gorgeous low-lustre sheen minimizes minor surface imperfections to bring out the best in wood and vinyl siding as well as brick, stucco and other masonry.",BEHR MARQUEE,244,USD
1 gal. #HDC-SP16-10 Japanese Rose Garden Semi-Gloss Enamel Interior Stain-Blocking Paint & Primer,"Introducing the best of BEHR Paint. Featuring our most advanced stain repellency and unmatched scuff resistance to keep the surfaces of your projects looking newer longer, and fast-drying technology that will get you back to using your spaces quicker. All with one-coat hide guaranteed in over 1,000 colors. Our most durable, most stain repellent, most scuff resistant, one-coat hide paint ever.  Darker colors may require additional dry time between coats.  Cooler temperatures or higher humidity may prolong drying time.  Valid only when tinted to colors from the one coat hide color collection",BEHR DYNASTY,55.98,USD
Cut-to-Width  White Cordless Blackout Polyester 9/16 in. Cellular Shade 41.5 in. W x 72 in. L,"The 1.5 in. Cordless Blackout Cellular Shade is an exceptional choice for maximum privacy or room darkness anytime of the night or day. This non-woven polyester window treatment offers extreme durability with a PVC top and bottom rail in a single cell system made to filter all incoming light. For easy adjustment, simply hold the bottom rail and then gently raise or lower the cellular shade by hand. These blackout cellular shades are an amazing choice for sleep and are made to fit most standard windows. Our window blinds and shades offer safe solutions for homes and facilities where young children and pets are present.",Perfect Lift Window Treatment,88.2,USD
PureVue Dimmable Soft White LED Puck Light Matte Black Finish,"Measuring only 5/8 in. thick, PureVue LED lights can be configured as a sleek surface mounted puck or a flush, ultra-thin downlight when recessed mounted. The diameter is 2-3/4 in. and the fixture uses high quality all metal construction and has a brushed steel finish. Each light comes pre-wired with a 36 in. color-coded power lead for easy direct wire connection. 12-Volt low-Voltage safe, simply cut or extend cables to meet any installation need. Lights can be installed individually, linked together, or combined with Armacost LED tape lighting in the same circuit. The number of lights installed is limited only by the output rating of the power supply.",Armacost Lighting,17.55,USD
Brake Hydraulic Hose - Rear Right,Sunsong brake hydraulic hose's built a reputation in the automotive industry for quality and craftmanship. We manufacture brake hydraulic hose's for virtually every automobile on the road today. Sunsong brake hydraulic hose's are available for on and off road use and are designed for all weather conditions.,Sunsong,20.66,USD
5 gal. #ICC-38 Lime Juice Satin Enamel Exterior Paint & Primer,"BEHR PREMIUM PLUS Exterior Paint & Primer is a 100% Acrylic, low VOC formula designed for a long-lasting finish that resists moisture, fading & stains and provides a mildew and corrosion resistant finish. It delivers exceptional hide and excellent touch-up while also providing comprehensive all-climate protection.",BEHR PREMIUM PLUS,176,USD
S/2 18.5 in. L Metal Rectangle Galvanized Thanksgiving Tray,"Though they're perfect for serving up everything from martinis to movie night snacks, trays aren't just for edible treats. Try using 1 to corral toiletries and hand towels on a larger bathroom vanity or put it to use atop your coffee table to stage a stack of fanned-out magazines. This 2-piece, for example, is brimming with rustic charm with galvanized metal designs with wood handles and showcasing words like thankful.",Glitzhome,39.98,USD
36 in. x 80 in. Solstice White Surface Mount Steel Security Door with Shatter-Resistant Glass and Nickel Hardware,"The Solstice security door, a member of the Unique Home Designs premium steel series, features a highly popular sun ray design and offers superior quality, security and flexibility. Unique Home Designs premium steel doors feature a precision-welded, heavy-duty frame and hinges for maximum strength and security, as well as professionally mitered corners for strength and corrosion resistance. This Solstice model is outfitted with a shatter-resistant glass insert for increased weather protection. For mix and match versatility, the easy mount screen panel can be interchanged with a perforated aluminum screen for added security or with an insect screen panel when increased light and ventilation is desired for year-round functionality (additional inserts purchased separately). The stylish antique nickel mortise lockset is included.",Unique Home Designs,713,USD
Prestige Spyglass Single Cylinder Venetian Bronze Handle Entrance Door Handleset Featuring SmartKey Security,"Baldwin is taking door hardware to the next level. Our new Spyglass family offers affordable luxury with effortless style. Traditionally reserved for only the highest end showroom customers, the lever entrance set was created for today's contemporary retail consumer looking for a statement piece. The Venetian Bronze finish is hand-rubbed to reveal unique bronze highlights and provides a rich and warm complement to the product's style.",Baldwin,174,USD
24 in. x 24 in. x 10 in. Service Mop Basin for 3 in. DWV in White,"The MUSTEE Mop Service Basin was made with matched metal molds using extreme heat and pressure. The drain's integrally molded and comes with a drain seal for installation to 3 in. ABS, PVC, (Sch. #80) and iron pipe. A removable stainless steel strainer is included.",MUSTEE,217.79,USD
Deluxe Low 3-3/4 in. x 59 in. Aluminum Threshold with Vinyl Seal,"This threshold provides a seal on your door when it is closed by pressing against the bottom of the door to keep air, moisture and dust out. When this product is properly installed, no additional hardware is needed, although door sweeps are often installed in conjunction to provide an attractive accent to the door and act as an insurance seal. Your threshold will sit at the proper height to seal the bottom of your door.",M-D Building Products,84.97,USD
Power Steering Reservoir Line Hose - Upper,Sunsong power steering reservoir hose's built a reputation in the automotive industry for quality and craftmanship. We manufacture power steering reservoir hose's for virtually every automobile on the road today. Sunsong power steering reservoir hose's are available for on and off road use and are designed for all weather conditions.,Sunsong,59.18,USD
Universal Joint - Rear Shaft All Joints,"GMB is one of the largest global manufacturers of OE & Aftermarket automotive products. GMBs manufacturing quality has been recognized within the industry since 1943 beginning with Universal Joints, Water Pumps, and Tensioner & Idler Bearings. Over the years GMB manufacturing quality expanded into a variety of quality parts now including Wheel Bearings and Hub Assemblies, Fuel Pumps, Fan Clutches, and Steering & Suspension parts. Each product line has extensive Asian, Domestic, and European coverage that meet or exceed OE standards.",GMB,19.99,USD
1 gal. #QE-32 Treemoss Semi-Gloss Enamel Exterior Paint & Primer,"BEHR ULTRA Exterior Paint & Primer delivers excellent durability and stain-blocking properties. Paint with peace of mind, BEHR ULTRA Exterior Paint resists rain in as little as 60 minutes after application. This radiant semi-gloss enamel sheen creates a sleek appearance on your home’s exterior accents, and is ideal for trim, shutters and doors, including garage doors, as well as windows and outdoor furniture.*A PRIMER COAT MAY BE NEEDED ON SOME SURFACES. SEE BACK LABEL FOR DETAILS.",BEHR ULTRA,46.98,USD
Caroll Navy 5 ft. x 7 ft. Indoor Area Rug,"The Caroll Collection showcases traditional inspired designs that exemplify timeless styles of elegance, comfort, and sophistication. The meticulously woven construction of these pieces boasts durability and will provide natural charm into your decor space. Made with Polypropylene in Turkey, and has Medium Pile. Spot Clean Only, 1-Year Limited Warranty.",Artistic Weavers,70.41,USD
Wintry Mix 94 in. Vinyl L Trim(5-Pack),The Palisade 94 in. L-Trim is available in the same finishes as the Palisade Tiles and is designed to be installed over existing exposed tiles providing a finished look. Simply apply adhesive to affix. Each Palisade L-Trim is 94 in. long and adds a professional touch to your project.,PALISADE,106.21,USD
1 qt. #PPG1026-4 Karma Matte Interior Paint and Primer,"Backed by 135 years of coatings expertise, PPG UltraLast Interior Paint and Primer delivers unprecedented washability that sets a new standard for super-premium interior paints. Proprietary Clean Surface Technology is a powerful integration of automotive and industrial coatings technology that delivers easy removal of stains and scuffs, as well as exceptional resistance to color loss and gloss change - in any sheen and paint color. Choose PPG UltraLast to keep walls looking clean and fresh until it is time to change the paint color.",PPG UltraLast,24.85,USD
Gray Linen Heating Power Lift Chair with Adjustable Massage Function,"Powered lift design with electric motor that could push the entire chair up to help the senior stand up easily, also ideal for persons who have difficulty getting out of a chair. All functions are controlled by 2 remotes. They are easy to use and don't need manual operation. One remote is for lifting and reclining, and the other is for message and heating function.",Qualfurn,1087.99,USD
36 in. x 80 in. Art Deco Rectangular Mini Lite 2-Panel Painted White Steel Prehung Front Door,"Stanley Doors helps you create an entrance that is an extension of your unique personality. Our products offer lasting, elegant entryways with an emphasis on style, security and, energy efficiency. Energy Star certified and double bored the door can accept a lock and deadbolt of your choice. Our Art Deco Stained Glass collection features decorative details combined with classical stained glass patterns in engaging contemporary designs. In addition to the beauty of our doors, you could be sure that once installed, they are simple to maintain and care for and are backed by Stanley's limited lifetime warranty to boot, welcome home.",Stanley Doors,623.56,USD
Commercial Light Duty 120 Gal. 480 Volt 12 kW Multi Phase Field Convertible Electric Tank Water Heater,"Rheems light-duty commercial electric water heaters with Terminal Block are field convertible to meet any light duty hot water application need. Easily convert standard models from simultaneous to non-simultaneous and single phase to 3 phase. Models range from 30 through 120 Gal. They are available in 3kW through 12kW and in 208, 240, 277 and 480-Volt. Short models are available. All models shipped in simultaneous configuration.",Rheem,3387.34,USD
Peacock Textured Rod Pocket Blackout Curtain - 50 in. W x 96 in. L,"Our Vintage Textured Faux Silk curtains & drapes have a slight sheen that mimics the finest texture of silk dupioni. This line offers blackout with Pole Pocket header for a contemporary look. These curtains bring the look of luxury without the cost or high-maintenance care. As a general rule, for proper fullness panels should measure 2-3 times the width of your window/opening.",Exclusive Fabrics & Furnishings,47.14,USD
72 in. x 80 in. Viola Left-Hand Inswing 1-Lite Frosted Painted Fiberglass Smooth Prehung Front Door on 6-9/16 in. Frame,"MMI Door Fiberglass Front Doors are built to last and can add substantial curb appeal to your home. This fiberglass smooth front door unit comes with our MSystem 2-years warranty on the Door Component and the Base Prehung System as well as a 10-years warranty on the Glass Lite. All of our fiberglass smooth front doors are virtually maintenance free and will not warp, rot, dent or split. Our prehung door unit (called the MSystem) seals out the weather and practically eliminates air and water infiltration all together. Common door size is 72 in. x 80 in. Unit dimension is 74 in. x 81.75 in. The suggested rough opening is 74.5 in. x 82.25 in. This unit comes with a 6-9/16 in. wide primed composite frame.",MMI Door,2418.05,USD
Samra Ivory/Denim 11 ft. 6 in. x 15 ft. 7 in. Transitional Polypropylene Pile Area Rug,"Durable and soft, the Samra Collection is reminiscent of high-end rugs but at an affordable price. Offered in a wide range of sizes as big as 11 ft. x 15 ft. Power loomed in Turkey of 100% polypropylene pile.",LOLOI II,853.47,USD
1/2 in. FIP x 1/2 in. FIP x 36 in. Braided Polymer Faucet Connector,"BrassCraft Speedi Plumb PLUS 1/2 in. Female Iron Pipe inlet x 1/2 in. Female Iron Pipe outlet x 36 in. length flexible braided polymer water connector is corrosion resistant inside and out. Used to connect the water supply to your faucet, this connector features a high tenacity, multi-filament yarn, protected by a special polymer coating for optimum corrosion resistance and durability. On the inside, our tough PVC tubing resists attack by chlorine, chloramines and other corrosive elements. The braided polymer fibers are designed to bend freely without kinking or crimping. Use to hookup cold or hot water supply.",BrassCraft,13.1,USD
Suwanee 1-Light Matte White Pendant with Clear Seeded Glass Shade,Incorporate a versatile design with artful details with the Suwanee Collection 1-Light Matte White Mini-Pendant. A black cord holds a matte white shade that creates focused task lighting. A decorative black loop accents the top of the design for an extra-pop of personality and contrast.,Progress Lighting,102.97,USD
1 gal. Home Decorators Collection #HDC-CL-08 Sun Baked Earth Flat Exterior Paint & Primer,"For a classic look on your home's exterior walls, choose BEHR ULTRA Flat Exterior paint. This traditional, non-reflective matte sheen minimizes surface imperfections on wood and vinyl siding. It provides excellent touch-up to help maintain the look, and it can also be used on stucco, brick and other masonry, as well as fences.",BEHR ULTRA,42.98,USD
8 oz. #140D-6 Shangri La Eggshell Enamel Stain-Blocking Interior Paint & Primer Sample,"Introducing the best of BEHR Paint. Featuring our most advanced stain repellency and unmatched scuff resistance to keep the surfaces of your projects looking newer longer, and fast-drying technology that will get you back to using your spaces quicker. All with one-coat hide guaranteed in over 1,000 colors. Our most durable, most stain repellent, most scuff resistant, one-coat hide paint ever.  Darker colors may require additional dry time between coats.  Cooler temperatures or higher humidity may prolong drying time.  Valid only when tinted to colors from the one coat hide color collection",BEHR DYNASTY,5.98,USD
5 gal. #580C-3 Impressionist Sky Flat Exterior Paint & Primer,"For a classic, cultivated look on your home's exterior walls, choose BEHR MARQUEE Flat Exterior paint. Featuring the most advanced dirt and fade technology available from BEHR that keeps your home looking freshly painted longer. This gorgeous low-lustre sheen minimizes minor surface imperfections to bring out the best in wood and vinyl siding as well as brick, stucco and other masonry.",BEHR MARQUEE,244,USD
1 gal. Home Decorators Collection #HDC-AC-28A Carnation Festival Semi-Gloss Enamel Exterior Paint & Primer,"BEHR ULTRA Exterior Paint & Primer delivers excellent durability and stain-blocking properties. Paint with peace of mind, BEHR ULTRA Exterior Paint resists rain in as little as 60 minutes after application. This radiant semi-gloss enamel sheen creates a sleek appearance on your home’s exterior accents, and is ideal for trim, shutters and doors, including garage doors, as well as windows and outdoor furniture.*A PRIMER COAT MAY BE NEEDED ON SOME SURFACES. SEE BACK LABEL FOR DETAILS.",BEHR ULTRA,46.98,USD
"Diecast Brass, Night Latch and Locking Cylinder","This single cylinder deadlock is constructed of diecast and it comes in a satin nickel finish. It features a jimmy-resistant design which prohibits forced entry when attempts are made to spread the door away from the frame. This is a surface-mounted, cross-bolt locking device which can be mounted to 1-3/8 in. to 2-3/8 in. thick, wood or metal doors. This door lock includes an angled strike, a rim cylinder, 2 keys, a cylinder trim ring, fasteners, a mounting plate, instructions and a tamper-resistant shutter guard. This lock requires a 1-1/4 in. hole and uses a Kwikset keyway.",Prime-Line,19.97,USD
Jayne Taupe Vertical Shimmer Taupe Wallpaper Sample,"Give your walls a modern look with this vertical stripe wallpaper. The design has a silken finish. Printed on a fabric backed vinyl, this wallpaper is perfect for high traffic areas.",Brewster,10.15,USD
5 gal. #HDGG31U Mountain Mist Satin Interior Paint with Primer,"Glidden Premium satin interior paint with primer offers exceptional value and a quality finish that helps beautify just about any room in your home, including basements and high-traffic areas. Glidden Premium is a Zero VOC, Low Odor paint with primer that features good hide and coverage, a scrubbable and washable coating and a thick, easy to apply formula - all backed by a Lifetime Guarantee. Glidden Premium provides a mildew resistant coating that can be tinted into more than 1,100 Glidden colors and is formulated for lasting results, often for less than other leading brands. For more than 140-years, painters have trusted Glidden and Glidden paints to help them achieve smart, beautiful results and Glidden Premium delivers on this tradition with a durable finish at an exceptional value. Colorants added to this base paint may increase VOC level significantly depending on color choice.",Glidden Premium,102,USD
8 oz. Home Decorators Collection #HDC-MD-27 Tart Orange Satin Enamel Interior/Exterior Paint & Primer Sample,"With exceptional performance, BEHR MARQUEE Paint and Primer offers beauty and protection, inside and out. Before delving into a painting project, preview the color with the BEHR MARQUEE 8 oz. Sample. This sample can be used on interior or exterior surfaces and covers up to 16 sq. ft.",BEHR MARQUEE,4.57,USD
8 oz. #510C-3 Rivers Edge Semi-Gloss Enamel Stain-Blocking Interior/Exterior Paint & Primer Sample,"Introducing the best of BEHR Paint. Featuring our most advanced stain repellency and unmatched scuff resistance to keep the surfaces of your projects looking newer longer, and fast-drying technology that will get you back to using your spaces quicker. All with one-coat hide guaranteed in over 1,000 colors. Our most durable, most stain repellent, most scuff resistant, one-coat hide paint ever.  Darker colors may require additional dry time between coats.  Cooler temperatures or higher humidity may prolong drying time.  Valid only when tinted to colors from the one coat hide color collection",BEHR DYNASTY,5.98,USD
3-Light Matte White Ceiling Flush Mount,"This three-light ceiling mount fixture comes in a white finish. A classic design that will offer your room a warm and inviting ambiance. With its white style glass shade this beautiful fixture is ideal for use in bathrooms, laundry rooms and bedrooms. Rated for damp locations and for a 90C supply wire.",Thomas Lighting,35.23,USD
14 in. x 4 in. Carbon Steel Round End Finishing Trowel with Wood Handle and Long Shank,This carbon steel finishing trowel is just 1 in Bon's line of Steel City Trowels. This Trowel is among the highest grade finish trowels available. Its lightweight and durable aluminum shank helps to get the job done well.,Bon Tool,43.41,USD
"16 in. x 20 in. ""Black and White Inspirational Word Chalk Drawing"" by ALI Chris Canvas Wall Art","Our stretched canvas is created with only the highest standards we print with high quality inks and canvas, and then hand cut and stretch it over a 1.5 in. thick wooden frame The art comes ready to hang with no installation required.",Stupell Industries,25.37,USD
Andromeda Multicolor Geometric 2 ft. x 3 ft. Scatter Area Rug,"Mimicking shapes of the universe the L'Baiet Andromeda Multicolor Rug brings a celestial feel to your living space. Carefully selected as part of the Solana Collection this rug is crafted from a combination of Polypropylene and polyester, once properly maintained produces a quality that will be durable for many years. We recommend investing in a rug pad, not only will it hold your rug in place but also help reduce wear over time. Vacuum when needed, spot clean or professionally clean for stubborn stains. Adding this piece of art to your living room will not only ground your furniture together but will also be an essential decorating element to your space.",Unbranded,12.23,USD
5 gal. #M320-4 Abstract Semi-Gloss Enamel Exterior Paint & Primer,"BEHR PREMIUM PLUS Exterior Paint & Primer is a 100% Acrylic, low VOC formula designed for a long-lasting finish that resists moisture, fading & stains and provides a mildew and corrosion resistant finish. It delivers exceptional hide and excellent touch-up while also providing comprehensive all-climate protection.",BEHR PREMIUM PLUS,183,USD
48 in. - 84 in. Telescoping 1 in. Double Curtain Rod Kit in Light Gold with Twine Finial,Decorate your window treatment with this Rod Desyne Twine double curtain rod. This timeless curtain rod brings a sophisticated look into your home. Matching single rod available and sold separately.,Rod Desyne,89.06,USD
Speedhide Pro EV Zero 1 Gal. Summer Shower PPG1155-1 Semi-Gloss Interior Paint,"SPEEDHIDE Pro-EV Zero Interior Latex is a durable, quality interior vinyl acrylic paint designed for new and repaint applications where speed of application is most important in both the commercial and multi-family markets. This zero VOC (Colorants added to this product may significantly increase VOC level), low odor paint enables a space to be painted while occupied, delivering the durable product performance required. SPEEDHIDE Pro-EV Zero Interior Latex paint has good adhesion, touch-up and application properties on walls, ceilings and trim surfaces.",PPG,21.43,USD
Rhythmic Stroke Polished Gray 2 in. x 0.35 in. Glazed Clay Subway Tile Sample,"Try before you buy. Order an affordable tile sample today so you can see the tile up close prior to placing your full order. Samples are intended for color and texture reference only, not for installation.",Ivy Hill Tile,2.99,USD
Speedhide Pro EV Zero 1 gal. PPG1236-7 Mediterranean Blue Semi-Gloss Interior Paint,"SPEEDHIDE Pro-EV Zero Interior Latex is a durable, quality interior vinyl acrylic paint designed for new and repaint applications where speed of application is most important in both the commercial and multi-family markets. This zero VOC (Colorants added to this product may significantly increase VOC level), low odor paint enables a space to be painted while occupied, delivering the durable product performance required. SPEEDHIDE Pro-EV Zero Interior Latex paint has good adhesion, touch-up and application properties on walls, ceilings and trim surfaces.",PPG,21.43,USD
#3 Kleims Hardy Gardenia Shrub (2-Pack),"The Kleims Hardy Gardenia is the perfect accent for any lawn. With their gorgeous blooms to go along with their unique foliage, there's not a better option for a low hedge, or a foundational plant. Get yours today.",Unbranded,76.92,USD
Lorrick Black Metal Twin Platform Bed Frame,"For lovers of convenience and clean-cut style, the Lorrick Metal Platform Bed is a piece that checks all the boxes. This functional metal frame makes a seamless addition to any space, with its bold black metal, simple lines and foolproof assembly system that makes setup an absolute breeze. In fact, the entire thing comes together without any nuts or bolts in less than 30 minutes. And after pulling it off in record time, you're left with a bed that's sturdily engineered to support your mattress on top of its wood platform without a box spring. This foundation also has leg openings to accommodate a headboard of your choice, so matching it to your bedroom's ambiance is easier than ever. It even gives you plenty of practical room underneath for storage. The Lorrick is delivered to your door with a 5-year warranty included, so you can count on nothing but perfection from this sleek and sturdy bed.",Zinus,144.57,USD
19 in. Steel Portable Outdoor Wheeled Charcoal Barbecue Grill in Red with Storage Rack and Air Vent Heat Control,"This portable charcoal grill from Outsunny is the perfect solution for successful outdoor grilling. With its convenient size, mobile design, high temperature resistant porcelain-enameled bowl and generous cooking area, you get gourmet grilling wherever you go. Rust-resistant air vents allow for quick and easy temperature control and adjustment without the need to lift the lid while cooking. Metal racks provide ample storage space for food, plates, utensils and barbecue tools. It's a great and versatile tool that's perfect for any outdoor activities. Some assembly required.",Outsunny,59.16,USD
"Scarlett, Elsie Pink Floral Wallpaper","Pretty as a summer day, this floral wallpaper plays on the classic combination of pink and green. Watercolor hues of orange and red add shadow and balance out the design. This print is the perfect addition to any space.",Unbranded,116.22,USD
Cut-to-Width Ecru  Cordless Light Filtering  Polyester 1 in. Pleated Shade   70.5 in. W x 72 in. L,"The 1 in. Cordless Pleated Shade is a beautiful, cordless window treatment suited for any room in the home. This lightweight, privacy window covering is easy to adjust by simply holding the bottom rail and gently raising or lowering the shade by hand. The Cordless Pleated Shade is available in a variety of soft neutral colors including ecru, camel, white, and silver gray and made to fit most standard windows. Pleated shades are a luxurious alternative to standard window blinds. Our window blinds and shades offer safe solutions for homes and facilities where young children and pets are present.",Perfect Lift Window Treatment,71.14,USD
0.5 GPM Vandal Resistant Aerator with Wrench,"Included with all applicable Commercial bathroom sink faucets, we know that sometimes parts like this 0.5 GPM aerator assembly in chrome get lost or misplaced. That's why Delta has made it available for the handy DIYer to order. Just another way Delta is more than a faucet.",Delta,24.36,USD
Pro Series 4 ft. x 8 ft. and 2 ft. x 8 ft. Steel Garage Wall Shelving (2-Pack),"Keep organized, and maximize overhead storage space in your garage with the NewAge Products Pro Series Wall Mounted Steel Shelves. These Pro Series Shelves give you full-length wall storage that's easily accessible and perfect for bulky items, keeping your garage floor free of clutter. Stack multiple shelves vertically, connect them side-by-side, build around corners or install tight to the ceiling; there's no wrong way to use this storage system. Our Aircraft-Grade steel support cables are tested to 3,000 lbs. for a safe solution that's adjustable to your stud spacing. The heavily engineered frame is constructed from thick gauge steel and a C-Shaped front perimeter beam, for a shelf that easily supports loads up to 600 lbs. The steel wire decks drop securely into the cross beam supports for even weight distribution, and a 1 inch perimeter safety lip prevents items from sliding off the edge. Big storage, customized to your space, with the Pro Series Wall Mounted Steel Shelves.",NewAge Products,499.99,USD
Mid-Bar Series 36 in. x 84 in. Pre-Assembled Jungle Green Stained Wood Interior Sliding Barn Door with Hardware Kit,"Ready to Install Series barn door, which is 100% Pre-Assembled, is designed to be a hassle free barn door to save you time and trouble on door assembly. CALHOME sliding rail hardware and Ready to Install Series barn door kits contain everything needed to transform any doorway into an elegantly beautiful passageway between spaces. The front-mounted hardware and exposed rollers give it a timeless look that complements any contemporary, rustic, or industrial decor. All hardware is constructed of high quality powder coated steel. Each Pre-Assembled door slab has natural knot patterns which makes every door unique. The design provides a stunning focal point for any space while also providing high functionality. This Fully Pre-Assembled door will add a touch of farmhouse chic to any space.",CALHOME,609.99,USD
1 qt. #N510-4 Supernova Semi-Gloss Enamel Exterior Paint & Primer,"BEHR PREMIUM PLUS Exterior Paint & Primer is a 100% Acrylic, low VOC formula designed for a long-lasting finish that resists moisture, fading & stains and provides a mildew and corrosion resistant finish. It delivers exceptional hide and excellent touch-up while also providing comprehensive all-climate protection.",BEHR PREMIUM PLUS,18.98,USD
Mid-back Dark Blue Fabric Swivel Office Task Chair with Adjustable Height,"Quipped with a sturdy chrome metal base and nylon casters, our fabric leisure chair can bear up to 220lbs. The skin-friendly fabric seat filled with foam ensures cozy sitting experience. The swivel side chair with height-adjustable function and rocking function can meet all your needs. You can change sitting position flexibly when reading books or Surfing the internet. Our armless leisure chair can be stored under the table to save up living space, which is ideal for small apartments and dorms. The assembly and daily cleaning are easy to finish, so you can bring one home for wonderful enjoyment in your leisure time.",sumyeg,308.26,USD
8 oz. #470D-7 Windy Pine Satin Enamel Interior/Exterior Paint & Primer Color Sample,"The BEHR PREMIUM PLUS 8 oz. Interior/Exterior Paint Sample lets you try a color before you buy it. This sample is 100% acrylic latex paint that provides a long-lasting, tough finish. For a true idea of whole-room coverage this sample can be tested on almost any interior or exterior surface and covers up to 16 sq. ft.",BEHR PREMIUM PLUS,3.98,USD
Adirondack Ivory/Silver 6 ft. x 6 ft. Square Geometric Border Area Rug,"Inspired by global travel and the bold, colorful motifs adorning fashionable ski chalets, Safavieh translates rustic lodge style into the supremely chic and easy-care Adirondack collection. Crafted of enhanced polypropylene yarns, Adirondack rugs explore stylish over-dye and antiqued looks, making striking fashion statements in any room. This collection is power loomed in Turkey. This is a great addition to your home whether in the country side or busy city.",SAFAVIEH,75.76,USD
Grove Isle 5-Lights Matte White Chandelier with Metal Shades,"The Grove Isle transforms your simple spaces into shining showcases. The pop of metallic finish in the open light shades adds the perfect amount of luster that complements the classic finishes. This round chandelier is an updated take on the retro pharmacy head light fixture, utilizing clean lines and geometric forms for a look that's modern and playful.",Hunter,399.99,USD
Telemaster RJ-11/RJ-45 Modular Plug Crimp Tool,"The Telemaster is the original professional grade tool designed for everyday usage in the data and telecommunications fields by industry professionals. Precision ground crimp teeth and a steel-walled body keep the connector stable and all of the moving parts aligned throughout the crimp process for a perfect crimp every time. For a time-proven, reliable and best in class modular plug crimping tool, look no further than the Telemaster from Ideal.",Ideal,51.51,USD
1 gal. #T15-8 Elusive Blue Semi-Gloss Enamel Exterior Paint & Primer,"BEHR ULTRA Exterior Paint & Primer delivers excellent durability and stain-blocking properties. Paint with peace of mind, BEHR ULTRA Exterior Paint resists rain in as little as 60 minutes after application. This radiant semi-gloss enamel sheen creates a sleek appearance on your home’s exterior accents, and is ideal for trim, shutters and doors, including garage doors, as well as windows and outdoor furniture.*A PRIMER COAT MAY BE NEEDED ON SOME SURFACES. SEE BACK LABEL FOR DETAILS.",BEHR ULTRA,46.98,USD
Dotty Black and White Black and White Wallpaper Sample,"With a stylish monochrome look, this dotty wallpaper is sleek and chic, perfect to update any child or adult space. Bold black and white is a dramatic look while remaining neutral and versatile. The paper is paste-the-wall meaning it is easy to apply and even easier to take down when you or your child outgrow it. The smooth finish of this paper is best applied to a smooth surface for a clean, professional look.",Graham & Brown,5,USD
Abrielle Brown/Light Gray 8 ft. x 10 ft. Oriental Rectangle Area Rug,"The Abrielle collection features a stunning assortment of traditional designs, updated with beautiful pastel and neutral hues. The Mariette rug grounds any room with an easy-to-decorate floral and lattice motif. Texture-rich striations in the brown and gray colorway emulate the handmade craftmanship of vintage textiles. This durable polypropylene rug is ideal for high-traffic spaces like living rooms, dining areas, and foyers.",Jaipur Living,415,USD
20 in. x 2-1/2 in. x 2-1/2 in. Polyurethane Ashley Baluster for 5 in. Balustrade System,"With Fypon balustrade systems, you can transform an ordinary porch, patio or balcony into an impressive, sophisticated space. With distinctive styles and sizes available, Fypon balustrades are made from corrosion-resistant parts that keep their beauty with little maintenance. Most fasteners remain totally hidden to provide a clean, classic appearance from any view. Fypon balustrades are made of the same durable polyurethane material featured in all our products.",Fypon,38.24,USD
1 gal. #P120-6 Diva Glam Flat Exterior Paint & Primer,"BEHR PREMIUM PLUS Exterior Paint & Primer is a 100% Acrylic, low VOC formula designed for a long-lasting finish that resists moisture, fading & stains and provides a mildew and corrosion resistant finish. It delivers exceptional hide and excellent touch-up while also providing comprehensive all-climate protection.",BEHR PREMIUM PLUS,35.98,USD
Amsterdam Ivory/Terracotta 2 ft. x 8 ft. Geometric Runner Rug,"A refreshing take on innovative designs, Safavieh's Amsterdam Collection sheds a new light on modern styles. Power loomed with durable polypropylene yarn and styled in spectacular fashion, the Amsterdam rug is chic in look, yet versatile in function. A perfect piece to match any home decor whether in the country side or busy city home.",SAFAVIEH,34.63,USD
1 gal. #W-D-600 Bridal Veil Flat Exterior Paint & Primer,"For a classic, cultivated look on your home's exterior walls, choose BEHR MARQUEE Flat Exterior paint. Featuring the most advanced dirt and fade technology available from BEHR that keeps your home looking freshly painted longer. This gorgeous low-lustre sheen minimizes minor surface imperfections to bring out the best in wood and vinyl siding as well as brick, stucco and other masonry.",BEHR MARQUEE,51.98,USD
